week_start,category,merchant,revenue_gained,revenue_lost
2025-10-27,Category 9,Merchant 6,4375,206.18
2025-10-27,Category 3,Merchant 20,2414.95,124.63
2025-09-29,Category 6,Merchant 10,4681.06,259.01
2025-10-06,Category 2,Merchant 13,4117.24,281.23
2025-09-22,Category 5,Merchant 7,1761.36,108.82
2025-11-03,Category 4,Merchant 11,4861.59,244.78
2025-10-27,Category 4,Merchant 14,7818.68,439.1
2025-11-03,Category 2,Merchant 18,3161.24,159.28
2025-10-13,Category 4,Merchant 11,4261.31,184.61
2025-09-29,Category 6,Merchant 15,6572.98,442.51
2025-10-20,Category 6,Merchant 18,1986.27,139.73
2025-10-20,Category 3,Merchant 19,4233.58,199.71
2025-11-03,Category 5,Merchant 6,3606.99,158.32
2025-09-29,Category 4,Merchant 11,3696.7,193.63
2025-09-15,Category 9,Merchant 7,3874.93,226.02
2025-10-06,Category 1,Merchant 2,895.87,76.8
2025-09-08,Category 2,Merchant 9,3336.7,188.94
2025-11-03,Category 4,Merchant 4,959.04,36.86
2025-10-27,Category 3,Merchant 15,2757.8,172.46
2025-10-06,Category 10,Merchant 10,1404.43,64.37
2025-10-27,Category 3,Merchant 18,6035.06,315.16
2025-09-22,Category 4,Merchant 14,9283.15,424.39
2025-09-15,Category 3,Merchant 12,4477.85,204.06
2025-09-22,Category 8,Merchant 13,6575.44,362.63
2025-09-15,Category 8,Merchant 5,3845.89,174.69
2025-09-15,Category 4,Merchant 8,2429.26,150.79
2025-10-13,Category 1,Merchant 2,1724.43,97.64
2025-09-15,Category 6,Merchant 3,1152.24,42.77
2025-10-20,Category 7,Merchant 14,4161.78,143.62
2025-09-15,Category 5,Merchant 15,1421.97,75.94
2025-09-15,Category 5,Merchant 9,2676.59,114.4
2025-10-13,Category 10,Merchant 11,2481.98,99.64
2025-10-27,Category 7,Merchant 19,3836.65,174.57
2025-10-20,Category 8,Merchant 9,4887.25,239.83
2025-09-22,Category 3,Merchant 10,992.76,38.58
2025-09-08,Category 8,Merchant 5,2709.78,156.3
2025-11-03,Category 1,Merchant 6,1054.39,36.47
2025-10-27,Category 9,Merchant 20,960.24,35.35
2025-11-03,Category 3,Merchant 2,3316.52,171.68
2025-10-06,Category 3,Merchant 11,4501.61,213.78
2025-09-22,Category 4,Merchant 15,2016.28,101.95
2025-10-27,Category 9,Merchant 18,5590.11,248.87
2025-09-08,Category 7,Merchant 6,2957.12,140.8
2025-09-22,Category 5,Merchant 2,2715.79,177.45
2025-10-27,Category 8,Merchant 4,3427.5,188.34
2025-11-03,Category 5,Merchant 13,2693.16,136.24
2025-10-27,Category 6,Merchant 17,5810.35,282.39
2025-09-15,Category 7,Merchant 18,5889.35,366.78
2025-09-08,Category 7,Merchant 17,2322.64,138.15
2025-09-29,Category 2,Merchant 7,12598.41,701.46
2025-10-06,Category 5,Merchant 4,3687.55,194.81
2025-09-15,Category 3,Merchant 11,3932.34,209.4
2025-09-08,Category 8,Merchant 12,2699.82,178.15
2025-10-13,Category 6,Merchant 4,650.18,39.85
2025-09-08,Category 6,Merchant 4,580.73,44.42
2025-10-27,Category 3,Merchant 11,7246.99,224.77
2025-10-06,Category 1,Merchant 5,2562.66,152.19
2025-09-29,Category 3,Merchant 5,2949.29,141.72
2025-09-29,Category 1,Merchant 19,2531.58,169.92
2025-10-27,Category 9,Merchant 3,4257.27,299.88
2025-10-13,Category 4,Merchant 6,1726.49,80.52
2025-11-03,Category 1,Merchant 3,1471.54,89.92
2025-10-13,Category 7,Merchant 11,3357.44,110.36
2025-11-03,Category 7,Merchant 9,2707.34,118.86
2025-10-27,Category 5,Merchant 13,5194.4,249.38
2025-10-13,Category 2,Merchant 2,5285.23,273.7
2025-09-29,Category 6,Merchant 2,3244.82,156.76
2025-11-03,Category 9,Merchant 15,2893.93,166.34
2025-10-27,Category 8,Merchant 19,3502.72,127.35
2025-10-13,Category 3,Merchant 13,3768.67,255.51
2025-10-27,Category 1,Merchant 11,2093.85,92.79
2025-10-13,Category 10,Merchant 17,2003.47,117.55
2025-09-29,Category 6,Merchant 11,2560.02,196.6
2025-10-13,Category 6,Merchant 3,879.47,20.3
2025-09-08,Category 8,Merchant 1,279.39,13.16
2025-10-06,Category 1,Merchant 14,1230.08,102.88
2025-10-06,Category 9,Merchant 2,4371.97,248.15
2025-10-20,Category 3,Merchant 9,1715.5,97.34
2025-09-22,Category 1,Merchant 9,6145.74,354.8
2025-10-06,Category 5,Merchant 8,6343.43,323.89
2025-09-15,Category 9,Merchant 3,3463.02,204.25
2025-10-06,Category 2,Merchant 12,2076.81,88.2
2025-10-06,Category 10,Merchant 8,1386.05,107.38
2025-09-29,Category 5,Merchant 10,4660.35,217.84
2025-10-06,Category 4,Merchant 12,7584.93,382.64
2025-10-06,Category 2,Merchant 3,2268.59,141.51
2025-10-20,Category 1,Merchant 3,1474.6,48.94
2025-09-29,Category 8,Merchant 5,3084.26,136.27
2025-09-22,Category 5,Merchant 12,5755.28,292.75
2025-09-29,Category 9,Merchant 16,2143.54,127.65
2025-09-22,Category 7,Merchant 1,1476.86,93.49
2025-09-22,Category 1,Merchant 5,2564.18,165.65
2025-10-13,Category 7,Merchant 17,5409.49,308.54
2025-10-13,Category 2,Merchant 3,3330.29,117.34
2025-10-13,Category 8,Merchant 9,1771.04,88.98
2025-09-15,Category 1,Merchant 1,1619.62,101.98
2025-10-06,Category 8,Merchant 6,2569.49,155.8
2025-09-08,Category 5,Merchant 5,2562.38,119.89
2025-09-29,Category 10,Merchant 14,2327.33,158.82
2025-11-03,Category 1,Merchant 15,4264.48,134.82
